Countries,Indicators,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Rwanda,Current Health Expenditure (CHE) per Capita in US$,9.11939,7.92788,7.34832,17.29731,20.29362,25.10175,27.24308,33.58435,40.04713,44.08419,48.0253,51.65082,57.21647,47.70946,50.62352,48.8051,50.70415,48.3419,51.54395,51.18758,57.91234,60.21859,
Rwanda,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),3.57583,3.316,3.13122,6.93492,7.5093,7.7255,7.6096,7.86213,7.56704,7.80695,8.08697,7.9388,8.10668,6.77649,6.98844,6.65446,6.96061,6.39,6.69895,6.34387,7.4753,7.32305,
Saint Kitts and Nevis,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),4.79934,4.39694,4.45211,4.7516,4.49067,4.72804,4.98203,4.79733,5.30566,5.28674,5.21369,5.16289,5.00998,5.04429,4.74669,5.11798,5.42126,5.26022,4.892,5.18704,5.65952,6.16347,
Saint Kitts and Nevis,Current Health Expenditure (CHE) per Capita in US$,444.56891,438.06174,462.62939,480.2298,488.82837,553.53333,684.95203,703.30902,875.10992,865.84637,856.67334,907.03131,867.37714,924.61462,947.63324,1026.50806,1144.53564,1167.66101,1103.17371,1204.34094,1050.64368,1114.37427,
Saint Lucia,Current Health Expenditure (CHE) per Capita in US$,284.25858,284.41531,299.50595,317.13779,309.42209,333.50275,390.34299,440.2226,430.82156,432.54858,438.1662,462.86682,454.56058,481.91772,462.74438,464.57443,470.37518,492.83011,484.155,491.4068,574.37976,584.67047,
Saint Lucia,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),4.8655,5.12139,5.38887,5.2407,4.76761,4.8604,5.12702,5.54167,5.09062,5.24411,5.05308,5.07998,4.92416,5.04968,4.62421,4.5142,4.44803,4.37286,4.18687,4.19074,6.79122,6.21112,
Saint Vincent and the Grenadines,Current Health Expenditure (CHE) per Capita in US$,149.57021,162.7336,175.32115,178.18965,188.81631,198.34998,210.94276,245.8889,257.79532,266.22644,283.59769,277.79837,300.58456,301.93356,301.07556,303.94254,314.8049,338.2627,357.32648,369.37363,402.05984,448.31021,
Saint Vincent and the Grenadines,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),3.97939,4.00093,4.0777,3.95765,3.86584,3.83166,3.65357,3.81817,3.88194,4.093,4.30325,4.23108,4.45042,4.24191,4.17632,4.11412,4.09574,4.22986,4.25346,4.25543,4.83958,5.36252,
Samoa,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),4.28233,3.81805,4.49205,4.17237,4.52579,4.63365,4.88451,4.74463,4.53258,5.12732,5.15268,5.38357,4.98835,6.21478,6.25431,6.21226,5.63365,5.1612,4.77439,5.63887,6.18896,6.80313,
Samoa,Current Health Expenditure (CHE) per Capita in US$,59.69737,55.38201,71.57525,81.08128,103.41331,120.18282,132.24249,146.50879,155.51965,170.96872,183.86772,210.11923,195.39874,245.20746,245.94456,238.0907,235.73021,218.37337,198.34816,240.10106,252.84035,263.88596,
San Marino,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),5.78768,5.64128,5.39156,4.772,4.86479,4.88684,4.91362,5.09587,5.41111,6.1841,6.20854,8.07073,8.98884,8.238,8.30092,8.43315,8.42195,8.25972,8.27785,8.14802,8.48147,7.97528,
San Marino,Current Health Expenditure (CHE) per Capita in US$,2174.30151,2186.57031,2214.66992,2440.2937,2868.36133,2958.65527,3132.23462,3672.22583,4235.84814,4110.07666,3695.15039,4504.63086,4353.61475,4154.92969,4161.48682,3564.85254,3656.28491,3706.97046,4012.65405,3854.09521,3842.77393,4131.94189,
Sao Tome and Principe,Current Health Expenditure (CHE) per Capita in US$,56.13911,53.05221,57.02855,78.68141,79.00401,89.38618,66.8188,69.87315,77.46207,76.3558,74.38393,84.7456,86.12267,124.09714,118.93056,84.50745,109.22521,116.49388,108.28024,106.26776,158.96191,186.10397,
Sao Tome and Principe,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),10.51756,10.83865,10.69724,12.66391,11.91981,11.55063,8.30423,8.20472,7.16872,7.24221,6.86073,6.76037,6.47629,7.93744,6.73102,5.3401,6.43089,6.46181,5.50958,5.29585,7.30043,7.82528,
Saudi Arabia,Current Health Expenditure (CHE) per Capita in US$,370.42075,371.98947,356.1384,370.9238,391.91144,459.89139,536.68744,560.90765,562.85315,646.33704,655.11743,826.34003,959.83081,1059.09424,1230.84534,1198.3363,1243.94177,1261.16528,1291.12866,1279.6908,1355.71655,1441.99878,
Saudi Arabia,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),4.21159,4.46174,4.24937,3.97911,3.584,3.41867,3.61922,3.56229,2.97101,4.29043,3.64786,3.68218,3.9878,4.42294,5.15801,5.86202,6.24143,6.03126,5.34063,5.46743,6.6463,5.96837,
Senegal,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),3.55015,3.68149,3.95294,4.29704,4.56856,3.67467,3.76338,3.41497,3.50688,3.84157,4.02764,4.21417,4.26688,4.38574,4.38962,4.3779,4.25607,4.16359,4.43182,4.49531,5.15119,4.35098,
Senegal,Current Health Expenditure (CHE) per Capita in US$,21.99825,24.10788,27.20366,36.1105,43.03009,36.86377,39.08564,41.32681,49.78119,50.86132,51.81987,58.30466,56.95116,61.02893,62.20512,54.2039,54.9352,57.67407,65.77828,65.75261,76.78,71.22033,
Serbia,Current Health Expenditure (CHE) per Capita in US$,56.47926,112.19808,173.2634,230.08865,274.45532,307.54706,371.50604,547.22723,671.88702,575.26215,545.3338,618.89423,559.9054,627.53302,608.85858,491.25177,486.42944,515.84589,617.08679,641.02966,670.1944,919.16791,
Serbia,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),6.1836,6.4968,7.59296,7.66696,7.842,8.28381,8.4939,9.37649,9.48246,9.34624,9.5273,9.1138,9.3282,9.31232,9.24599,8.8132,8.45891,8.22039,8.53168,8.66553,8.70042,10.01252,
Seychelles,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),4.61072,5.01643,4.35287,5.08738,4.90274,4.66866,4.39768,3.85077,3.61745,3.54135,4.50142,4.46079,5.39593,4.24818,4.59131,4.3734,4.96119,4.76659,4.94444,4.77021,6.54136,5.25938,
Seychelles,Current Health Expenditure (CHE) per Capita in US$,354.08279,384.13986,368.2814,429.45441,485.71817,499.62393,513.20197,450.61438,390.29764,329.66345,472.47903,484.18115,599.8197,583.38354,650.09363,623.99878,735.57043,736.6546,784.73242,769.74799,781.51965,718.49005,
Sierra Leone,Current Health Expenditure (CHE) per Capita in US$,17.18489,18.78468,22.93145,21.89597,22.70127,26.26749,29.28123,30.97718,36.24854,37.96393,36.555,47.91463,50.08379,81.87907,138.29065,114.16483,81.37689,45.5368,43.07834,46.25284,46.01693,43.16199,
Sierra Leone,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),8.48962,8.36565,9.40314,8.45331,8.67061,9.04396,9.02353,8.52284,8.81158,9.68422,9.12688,10.76754,8.94355,11.59018,19.69005,19.65816,15.78851,9.39976,8.28988,9.12993,9.32589,8.55334,
Singapore,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),3.34336,3.16303,3.35846,3.60699,3.1502,3.03368,2.93475,2.83749,3.19488,3.39853,3.20265,3.15792,3.32784,3.68563,3.87156,4.1807,4.38811,4.36493,4.07545,4.39938,5.71282,5.56525,
Singapore,Current Health Expenditure (CHE) per Capita in US$,792.42596,689.14746,744.07916,833.35437,848.58185,892.42865,972.19574,1100.99316,1278.49219,1316.83496,1487.37903,1670.3822,1824.97925,2069.36743,2188.33521,2279.01709,2450.90137,2599.30005,2641.50635,2826.01001,3367.75659,3969.89087,
Slovakia,Current Health Expenditure (CHE) per Capita in US$,203.50627,212.22208,254.12766,344.47336,511.52991,601.31323,729.01324,1029.30029,1251.67725,1320.09302,1296.54285,1352.43835,1319.43823,1370.46765,1289.34851,1108.87817,1175.59705,1189.07227,1299.91125,1342.07483,1393.62439,1684.5155,
Slovakia,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),5.30257,5.33151,5.50948,5.4485,6.3719,6.5887,6.85077,7.17735,6.95635,7.94779,7.66639,7.29859,7.53581,7.49518,6.88412,6.76215,7.0916,6.75695,6.6664,6.91975,7.12667,7.75101,
Slovenia,Current Health Expenditure (CHE) per Capita in US$,796.64703,826.22577,944.87146,1203.0636,1368.64856,1449.18921,1541.66431,1795.95044,2179.45239,2125.05688,2017.14661,2147.80518,1974.854,2055.38135,2062.38477,1775.86072,1835.40747,1925.03479,2169.57886,2219.10059,2417.20874,2774.98657,2607.93848
Slovenia,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),7.80407,7.87602,8.0212,8.09883,7.93957,7.99596,7.82323,7.51139,7.85467,8.5408,8.56503,8.5364,8.7151,8.74028,8.50198,8.49824,8.46304,8.18481,8.27693,8.49919,9.43295,9.47775,8.84674
Solomon Islands,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),4.82627,6.60539,10.10495,7.07563,7.72384,9.01593,8.00585,7.18299,5.50597,6.60599,4.6614,5.02313,4.8748,4.57886,4.88792,4.44579,4.40254,4.14993,3.77378,4.32406,4.79699,4.76345,
Solomon Islands,Current Health Expenditure (CHE) per Capita in US$,47.13489,61.41048,77.66193,54.08104,65.09461,89.11562,87.39896,88.2865,74.60316,92.1046,73.04419,95.24793,101.76836,101.10625,109.27742,94.91166,96.68874,94.76846,92.4752,103.72429,106.61138,106.34587,
South Africa,Current Health Expenditure (CHE) per Capita in US$,237.82832,204.25815,180.86156,288.37631,365.53488,404.39969,422.18884,460.02289,446.90436,492.94266,628.1286,694.10059,654.2547,602.67639,547.83441,499.36334,463.34464,536.77722,570.09778,551.43524,492.20724,583.67108,
South Africa,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),7.33662,7.12328,6.67774,7.04098,6.93842,6.86216,6.87651,6.90511,7.14832,7.64941,7.79358,7.94434,8.00429,8.10322,7.87137,8.05304,8.07959,7.97711,8.0882,8.24419,8.57259,8.27309,
South Sudan,Current Health Expenditure (CHE) per Capita in US$,,,,,,,,,,,,,,,,,,27.00639,30.23945,34.98892,47.67607,32.67996,
South Sudan,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,,,,,,,,,,,,,,,,,15.95691,10.05616,9.03741,9.44806,5.86062,
Spain,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),6.79922,6.76896,6.80053,7.56327,7.65843,7.73192,7.82906,7.91866,8.38226,9.10764,9.11891,9.16797,9.15415,9.06398,9.08488,9.12208,8.94727,8.94491,8.99687,9.14569,10.74566,10.74004,
Spain,Current Health Expenditure (CHE) per Capita in US$,1005.284,1045.05066,1174.57935,1640.91772,1924.27087,2060.32153,2242.15869,2606.27783,2995.18604,2937.71826,2789.63721,2908.91968,2590.22534,2629.4668,2679.47656,2349.09375,2376.60107,2524.68481,2741.38257,2716.8335,2899.0188,3234.29297,
Sri Lanka,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),4.10819,4.05663,4.03716,3.64647,4.03913,3.87909,3.8502,3.82258,3.85483,4.05677,3.74145,3.58195,3.30659,3.69365,3.46786,3.68264,3.61788,3.33093,3.64189,3.89905,4.0177,4.06651,
Sri Lanka,Current Health Expenditure (CHE) per Capita in US$,43.71978,41.30504,42.74033,42.19562,50.65423,56.92809,64.82335,72.85934,91.52586,98.56366,106.144,116.34325,110.83344,134.59055,134.74803,146.95032,148.61652,146.16814,159.46468,160.31372,157.91222,166.18121,
Sudan,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),3.60664,3.36457,3.30011,3.89188,4.15593,4.09418,4.88544,5.66269,5.42314,6.39496,5.0581,5.6158,5.68827,6.96487,5.6762,5.81113,5.68438,5.91767,4.46358,4.57423,3.01519,2.83634,
Sudan,Current Health Expenditure (CHE) per Capita in US$,14.61431,15.8593,17.47237,23.62362,30.63433,38.71857,57.64347,84.9783,85.98817,83.10632,76.49365,83.55038,79.18973,102.35591,93.15203,98.24565,93.67061,71.14332,35.53091,35.51281,23.34439,21.58011,
Suriname,Current Health Expenditure (CHE) per Capita in US$,166.08009,91.58084,158.49477,167.75937,213.90291,243.13225,315.4704,310.97351,336.31821,382.56049,402.40924,378.15173,409.34564,438.41193,445.35764,517.38495,341.91547,325.3765,450.1608,611.95447,464.22266,298.9328,
Suriname,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),5.87092,3.82475,5.32992,4.88878,5.46081,5.24396,5.85599,5.22149,4.747,4.9781,4.69786,4.40932,4.28436,4.48738,4.52128,5.80808,5.99284,5.32286,6.68796,8.7023,6.84054,5.6839,
Sweden,Current Health Expenditure (CHE) per Capita in US$,2173.19409,2155.85425,2459.09863,3110.19971,3488.17285,3547.6333,3765.39697,4310.32666,4627.56396,4136.17334,4416.14551,6351.2168,6254.44287,6696.87256,6605.91162,5598.68164,5680.72607,5837.771,6005.06592,5652.98975,6003.09375,6900.78467,5979.58057
Sweden,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),7.3269,7.90033,8.21006,8.31725,8.12962,8.15084,8.05227,7.99608,8.20824,8.77038,8.31964,10.41647,10.73515,10.90491,10.94795,10.80418,10.8524,10.7851,10.94106,10.83224,11.33297,11.2467,10.66673
Switzerland,Current Health Expenditure (CHE) per Capita in US$,3559.81982,3763.38452,4211.72949,5018.52734,5608.70313,5673.93994,5671.98145,6154.70313,7120.65283,7297.37988,7640.44922,9138.36719,8753.82031,9118.18945,9307.96875,9082.4502,9078.75879,9119.96973,9212.43262,9341.0625,10085.45605,10897.4502,
Switzerland,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),9.13442,9.4604,9.88,10.13697,10.22577,10.05823,9.5802,9.41694,9.53168,10.14151,9.93354,10.04629,10.14446,10.37922,10.42801,10.77888,10.99003,11.04516,10.77226,11.06364,11.73207,11.80108,
Syrian Arab Republic,Current Health Expenditure (CHE) per Capita in US$,54.56182,58.6089,63.64098,60.61154,60.79922,62.79923,64.3658,72.40921,83.15718,87.92034,88.68951,74.85932,63.13697,,,,,,,,,,
Syrian Arab Republic,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),4.55401,4.69719,4.94717,5.11782,4.47935,4.10971,3.77771,3.72243,3.39763,3.54647,3.27645,2.52865,3.0472,,,,,,,,,,
Tajikistan,Current Health Expenditure (CHE) per Capita in US$,5.91732,7.56431,8.20703,10.95257,14.62801,17.37362,20.04528,28.61372,41.42913,39.03152,42.45412,49.09388,57.38435,68.28939,73.93917,63.6399,55.80455,57.87272,59.66415,61.76633,69.69444,73.42661,
Tajikistan,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),4.26492,4.57803,4.43647,4.70219,4.79911,5.21025,5.03255,5.5405,5.91207,5.8558,5.73543,5.85972,5.98186,6.53226,6.6655,6.90736,6.9635,6.85399,7.01382,6.94767,8.17693,8.00994,
Thailand,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),3.10125,3.02624,3.33472,3.24313,3.13893,3.15972,3.09971,3.19278,3.45934,3.6194,3.3901,3.56825,3.52294,3.45313,3.68448,3.85229,3.93901,3.85277,3.8704,3.78912,4.35729,5.16039,
Thailand,Current Health Expenditure (CHE) per Capita in US$,62.15244,57.19501,69.73505,76.24089,83.09568,90.88136,103.64756,125.62582,149.71323,150.35655,169.382,192.56607,202.52087,208.60844,214.52434,219.91911,230.60774,247.99454,275.67111,289.17828,305.08792,364.36969,
Timor-Leste,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,,,2.84187,4.26104,5.28045,6.00192,5.64793,6.96564,7.30932,6.47059,6.86541,6.99215,8.53238,7.60484,7.67217,6.89625,6.75753,6.36953,6.02679,9.96386,11.43839,
Timor-Leste,Current Health Expenditure (CHE) per Capita in US$,,,,15.02627,19.86405,25.16799,27.39764,30.08575,43.27328,49.87025,52.43114,64.27598,71.29359,102.5453,92.87577,101.42063,92.97783,86.74957,78.94738,79.2629,120.86974,134.998,
Togo,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),2.79418,2.88543,2.90227,2.93838,3.08553,3.30243,3.44604,3.86665,3.84064,4.07617,4.45493,4.55413,4.80787,4.94374,5.07999,4.95647,6.59756,6.49392,6.08895,5.72619,6.03786,5.55532,
Togo,Current Health Expenditure (CHE) per Capita in US$,11.228,11.2135,12.65095,15.46995,16.90149,17.7944,18.60928,22.96607,27.67538,29.04168,31.36204,35.25527,36.26975,40.56192,43.02396,37.41205,51.94157,52.88779,53.81824,50.15758,54.17139,54.14672,
Tonga,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),2.90389,3.42502,3.58958,3.43583,4.50742,4.3856,5.47225,4.7333,6.0576,3.9278,4.81632,3.82127,4.79518,3.98398,5.00648,4.47327,4.81821,4.85578,4.80628,4.75078,5.33435,6.27257,
Tonga,Current Health Expenditure (CHE) per Capita in US$,53.43399,55.31956,62.69613,68.08676,102.73557,108.33147,149.31607,134.67384,191.02292,117.48227,166.60622,155.88771,207.00797,163.80981,202.63577,169.94888,191.93672,212.57103,219.28793,229.94411,246.84027,279.24603,
Trinidad and Tobago,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),4.23492,4.03465,4.72302,4.18767,4.30805,4.43451,4.15432,4.1536,3.65757,5.48676,5.08043,4.72198,4.63289,4.80277,4.87137,5.65026,6.50999,6.57947,6.53236,6.83128,7.53854,7.01947,
Trinidad and Tobago,Current Health Expenditure (CHE) per Capita in US$,263.67975,270.0798,321.00623,354.66385,426.36783,523.75092,561.19958,657.96405,740.36676,764.35394,811.328,857.57233,878.45526,951.98163,990.25134,1039.0575,1041.01624,1058.94312,1055.90356,1071.89624,1045.729,1125.39734,
Tunisia,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),4.81272,4.86133,5.12036,5.20889,5.19891,5.14556,5.1311,5.17543,5.16441,5.40595,5.60951,6.12299,6.28985,6.51395,6.45006,6.2134,6.24778,6.18557,5.93752,6.02461,7.05025,6.97274,
Tunisia,Current Health Expenditure (CHE) per Capita in US$,109.57323,112.57371,123.12686,147.1496,165.22702,167.6731,176.48648,199.66814,227.52876,228.48819,237.90208,267.08099,266.30585,280.64221,283.71753,246.10754,237.17284,220.8087,212.39417,209.52612,246.59808,265.46484,
Turkmenistan,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),4.07783,4.82198,4.15504,5.03676,6.25892,5.65423,4.97834,3.12949,3.49425,2.84764,3.24346,3.24806,3.3684,3.93541,4.30969,5.11721,5.74499,5.93897,5.69395,5.68184,5.68473,5.56931,
Turkmenistan,Current Health Expenditure (CHE) per Capita in US$,75.74879,121.89751,130.00967,204.33623,311.54874,335.87946,363.31265,273.25195,247.24567,187.76727,214.18802,267.01419,307.66138,363.10922,422.53189,390.99451,408.19977,461.36679,457.06946,488.62384,483.79559,565.25928,
Tuvalu,Current Health Expenditure (CHE) per Capita in US$,349.94983,268.1976,217.82834,289.56885,230.17105,244.1254,294.79556,294.89035,314.00232,330.9241,476.28549,516.60144,492.83994,507.1572,522.53998,457.81326,714.24078,1014.10553,820.4007,1109.26648,879.49115,1070.95752,
Tuvalu,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),22.37475,18.47803,12.42769,14.38951,9.88583,10.56283,12.27133,10.51984,10.11937,12.26671,15.65083,14.1034,13.59626,14.33843,14.69352,13.52733,18.61887,24.28305,18.64068,22.41327,18.86141,19.96582,
Türkiye,Current Health Expenditure (CHE) per Capita in US$,196.78181,151.54578,184.30557,235.91032,296.13953,360.6524,411.86966,506.39282,563.63824,493.93082,532.92883,526.1842,519.888,546.71613,519.90173,446.76303,459.92981,437.36929,387.65649,397.40912,395.24042,441.06226,
Türkiye,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),4.59957,4.88785,5.06228,5.01428,4.90964,4.8939,5.14592,5.23761,5.21762,5.49439,5.02053,4.65305,4.44445,4.371,4.32518,4.1169,4.28469,4.17975,4.12364,4.36569,4.61672,4.56528,
Uganda,Current Health Expenditure (CHE) per Capita in US$,16.41194,15.98437,15.73684,14.23231,18.61294,25.88375,31.62605,36.13019,40.08215,44.42162,51.96447,55.30518,55.14219,53.00156,51.04054,40.1563,39.13254,31.47759,32.9916,33.40487,36.87843,43.44807,
Uganda,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),5.08277,5.05207,4.77136,4.29918,4.70024,5.80519,6.46333,6.11311,5.45476,5.78846,6.8089,6.69591,6.10854,5.78252,5.33653,5.07457,4.96169,3.99789,4.02081,3.79835,4.30199,4.67197,
Ukraine,Current Health Expenditure (CHE) per Capita in US$,35.1018,44.77453,52.88035,68.8819,84.50296,116.27702,148.42786,186.14758,216.2458,168.73538,202.87117,244.35519,275.55536,280.93362,212.75887,157.51483,157.25482,186.89856,221.47029,246.91302,269.729,367.98315,
Ukraine,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),5.30685,5.72534,5.9922,6.54574,6.16857,6.34616,6.41719,6.01777,5.49754,6.60992,6.81388,6.8167,7.11789,6.94358,7.19506,7.78353,7.55205,7.44188,7.52051,7.09389,7.56217,8.00599,
United Arab Emirates,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),2.37414,2.48437,2.71771,2.64634,2.46204,2.3202,2.32541,2.5657,2.92848,4.04999,3.87873,3.67007,3.33596,3.50222,3.53405,3.46609,3.8958,4.00855,4.09854,4.38619,5.82477,5.30695,
United Arab Emirates,Current Health Expenditure (CHE) per Capita in US$,753.0755,743.05072,821.34509,862.90326,911.39276,978.90436,1054.33289,1126.81238,1321.93689,1284.76318,1325.20325,1500.80249,1480.72742,1601.55286,1656.26892,1439.30054,1599.40295,1726.24072,1914.93176,1990.28479,2191.81348,2351.80542,
United Kingdom of Great Britain and Northern Ireland,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),7.12928,7.34416,7.65009,8.05579,8.30715,8.36301,8.62894,8.624,9.02562,10.04505,9.92674,9.92487,9.95296,9.87251,9.86247,9.79777,9.729,9.59588,9.7308,9.95762,12.15863,12.3647,11.34455
United Kingdom of Great Britain and Northern Ireland,Current Health Expenditure (CHE) per Capita in US$,2020.52832,2052.34668,2306.12842,2784.53955,3366.34155,3536.323,3857.4856,4367.53564,4297.4751,3914.1958,3956.38892,4199.08398,4242.23486,4304.47803,4697.76025,4433.8584,4017.34229,3910.81421,4226.20508,4268.67725,4906.23975,5738.48486,5138.63623
United Republic of Tanzania,Current Health Expenditure (CHE) per Capita in US$,12.25793,15.08092,16.92566,20.26039,23.29499,27.53239,35.36391,35.99416,36.01263,33.38548,36.89682,37.43364,41.63511,43.09357,39.47783,32.90985,36.2634,38.65551,40.83136,39.56182,31.39298,37.1599,
United Republic of Tanzania,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),3.4153,4.23552,4.68908,5.34231,5.73734,6.32283,7.59828,6.88428,5.55705,5.06306,5.22392,5.05598,5.01779,4.64643,4.01492,3.6497,3.9635,4.08257,4.16192,3.88136,2.93978,3.36136,
United States of America,Current Health Expenditure (CHE) per Capita in US$,4533.82617,4881.20752,5304.52002,5708.55176,6047.81836,6404.18604,6779.22754,7132.44678,7347.45459,7602.74561,7833.04492,8021.59326,8274.37207,8433.69824,8828.47656,9248.93457,9599.89063,9902.81836,10280.52637,10658.39746,11758.4248,12012.24121,12473.79102
United States of America,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),12.49003,13.16812,13.99528,14.50551,14.55116,14.57939,14.70871,14.91825,15.20718,16.20064,16.19719,16.13996,16.1197,15.99171,16.1992,16.49057,16.80216,16.7675,16.62964,16.66581,18.75622,17.36257,16.57115
Uruguay,Current Health Expenditure (CHE) per Capita in US$,693.67926,673.92993,432.80075,380.19339,372.46127,441.00134,495.716,572.52435,803.44226,817.64227,1032.65796,1232.04626,1332.75122,1500.72717,1480.0199,1410.32153,1454.54712,1655.8324,1697.01453,1677.0979,1427.14026,1620.32642,
Uruguay,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),9.21096,9.79864,9.68134,9.61753,8.30145,7.75686,7.74287,7.4935,8.12533,7.94988,7.91117,7.94898,8.06758,8.11897,8.0732,8.29226,8.67536,8.8218,9.01452,9.39028,9.13688,9.35921,
Uzbekistan,Current Health Expenditure (CHE) per Capita in US$,35.40903,30.27208,24.33554,25.42662,27.80471,32.24779,37.65136,46.49514,60.77864,71.37443,92.13219,108.97585,126.89635,139.58699,117.57343,131.74843,129.12422,93.04523,82.33688,98.58742,120.50444,157.19267,
Uzbekistan,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),5.11651,5.23737,5.14165,5.18825,4.84064,4.78199,4.75141,4.54268,4.70447,4.7965,5.29939,5.26245,5.54822,5.71897,4.43092,4.73597,4.71504,4.8379,5.07703,5.43134,6.75143,7.73796,
Vanuatu,Current Health Expenditure (CHE) per Capita in US$,46.83126,44.34126,50.72472,53.21017,60.8252,59.98479,65.47128,70.28305,79.23955,80.40416,96.3651,110.27569,114.38261,126.38754,104.33917,114.26021,80.82192,83.77519,102.07512,101.97441,116.55926,133.15092,
Vanuatu,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),3.30683,3.38728,3.90438,3.50692,3.53992,3.30529,3.32189,3.10786,3.1381,3.25198,3.52656,3.59819,3.93563,4.39234,3.64669,4.32168,2.9313,2.76285,3.31754,3.31453,3.99482,4.37338,
Venezuela (Bolivarian Republic of),Current Health Expenditure (CHE) per Capita in US$,,,,,,,,,,,,,,,,,,,165.32095,113.28551,152.7583,160.0984,
Venezuela (Bolivarian Republic of),Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,,,,,,,,,,,,,,,,,,2.41691,2.18564,4.08658,4.03776,
Viet Nam,Current Health Expenditure (CHE) per Capita in US$,20.57924,24.96311,21.37001,24.29985,31.21099,38.00711,45.87313,53.6824,64.11656,69.80871,85.40399,97.18332,109.55067,104.46191,120.02688,122.27213,134.44548,149.30879,164.2365,173.64949,154.23511,172.55298,
Viet Nam,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),4.10753,4.80107,3.87076,3.9423,4.08792,4.31821,4.5698,4.62918,4.36028,4.48503,5.07146,4.97469,5.00178,4.41233,4.69079,4.71141,4.86995,4.99015,5.02679,4.97407,4.30062,4.59346,
Yemen,Current Health Expenditure (CHE) per Capita in US$,24.13679,25.45507,26.28294,33.5886,36.89898,40.90756,48.03204,55.67543,66.46581,62.60401,64.44328,61.27025,70.12896,74.30076,75.41602,63.30021,,,,,,,
Yemen,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),4.66607,4.94515,4.83238,5.75758,5.5144,5.20585,5.5293,5.82078,5.76192,5.9862,5.15933,4.76953,5.19594,4.96083,4.8418,4.25286,,,,,,,
Zambia,Current Health Expenditure (CHE) per Capita in US$,15.19319,19.40381,23.50069,27.11715,30.49891,45.59496,59.45616,51.91784,62.25917,59.36891,58.39817,65.09349,69.96879,84.19036,66.04714,57.92048,55.87984,71.52032,70.36668,85.6404,60.43534,75.33949,
Zambia,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),4.17366,4.82996,5.88845,5.99554,5.48491,6.33089,5.57742,4.57961,4.46691,5.15719,3.97472,3.95913,4.04542,4.5739,3.82924,4.42974,4.46923,4.78156,4.76997,6.75332,6.3162,6.62416,
Zimbabwe,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,,,,,,,,,,10.47584,8.08288,6.91795,7.1094,8.13227,7.44983,7.46645,6.36358,4.67039,3.2328,2.9544,2.78975,
Zimbabwe,Current Health Expenditure (CHE) per Capita in US$,,,,,,,,,,,98.24946,87.49465,89.26096,100.13693,114.4443,105.09803,106.1897,92.25429,114.63295,54.80851,50.67651,62.73724,
