Countries,Indicators,,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Timor-Leste,Current health expenditure by Health Care Functions,% Gross domestic product (GDP),,,,,,,,,,,,,,,,,6.89625,6.75753,6.36957,,,,
Timor-Leste,Capital health expenditure,% Gross domestic product (GDP),,,,0.07267,0.09043,0.23417,0.34511,0.00562,0.85761,0.72446,0.61748,0.15036,0.25513,0.92120,0.44368,0.65747,0.70321,0.49561,,,,,
Australia,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,7.59412,7.67810,7.87627,7.88087,8.08709,7.97029,7.97702,8.05497,8.24855,8.54474,8.42026,8.53745,8.67457,8.75059,9.83354,10.18226,10.09289,10.12281,10.05972,10.21966,10.68374,10.54364,
Australia,Current Health Expenditure (CHE) per Capita in US$,,"1,636.52856","1,559.82129","1,763.69568","2,240.74609","2,760.83081","3,014.10474","3,194.03076","3,815.33643","4,107.01270","4,011.93262","4,975.47070","5,909.14990","6,071.65088","5,843.17383","6,130.99854","5,322.97119","5,453.92480","5,813.61377","5,857.28809","5,545.91064","5,958.76563","7,055.36816",
Australia,Health Capital Expenditure (HK) % Gross Domestic Product (GDP),,0.46549,0.47309,0.49539,0.41788,,,,,,,,,,,,,,,,,,,
Australia,Current Health Expenditure (CHE),% Gross domestic product (GDP),7.59412,7.67810,7.87627,7.88087,8.08709,7.97029,7.97702,8.05496,8.24855,8.54474,8.42026,8.53745,8.67457,8.75059,9.83354,10.18226,10.09289,10.12281,10.05972,10.21966,10.68374,10.54364,
Australia,Domestic General Government Health Expenditure (GGHE-D),% Gross domestic product (GDP),5.45534,5.45978,5.66601,5.62231,5.79740,5.72566,5.71684,5.87257,5.96617,6.23856,6.09267,6.25456,6.17930,5.92660,6.89475,7.23228,7.17640,7.21305,7.18991,7.53586,7.87187,8.01732,
Australia,Domestic Private Health Expenditure (PVT-D),% Gross domestic product (GDP),2.13878,2.21832,2.21026,2.25856,2.28969,2.24463,2.26018,2.18240,2.28238,2.30618,2.32759,2.28289,2.49527,2.82399,2.93879,2.94998,2.91649,2.90976,2.86981,2.68380,2.81187,2.52632,
Australia,External Health Expenditure (EXT),% Gross domestic product (GDP),0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
Australia,Current health expenditure by Health Care Functions,% Gross domestic product (GDP),,,,,,,,,,,,,,,,,10.09289,10.12281,10.05972,10.21966,10.68374,,
Brunei Darussalam,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,2.54791,2.54651,2.53448,2.60261,2.55193,2.23386,1.90725,1.94145,1.87612,2.39307,2.27826,1.86410,1.85097,1.89831,1.91437,2.38709,2.54829,2.27023,2.41289,2.19411,2.39334,2.20487,
Brunei Darussalam,Current Health Expenditure (CHE) per Capita in US$,,507.38867,463.81586,472.29974,534.14124,617.52167,643.33484,650.22095,695.64990,778.06067,729.13074,788.50031,860.07782,867.06189,834.30914,785.59027,732.39417,681.97345,639.91968,753.81183,674.65161,650.47821,693.40558,
Brunei Darussalam,Health Capital Expenditure (HK) % Gross Domestic Product (GDP),,0.20063,0.20683,0.19838,0.18169,0.15601,0.13085,0.11389,0.14668,0.13273,0.17343,0.16051,0.12874,0.10923,0.11485,0.12001,0.14625,0.16510,0.15524,0.09590,0.06313,,,
Brunei Darussalam,Capital Health Expenditure (Domestic Public) as % Gross Domestic Product (GDP),,0.20063,0.20683,0.19838,0.18169,0.15601,0.13085,0.11389,0.14668,0.13273,0.17343,0.16051,0.12874,0.10923,0.11485,0.12001,0.14625,0.16510,0.15524,0.09590,0.06313,,,
Brunei Darussalam,Current Health Expenditure (CHE),% Gross domestic product (GDP),2.54791,2.54651,2.53448,2.60261,2.55193,2.23386,1.90725,1.94145,1.87612,2.39307,2.27826,1.86410,1.85097,1.89831,1.91437,2.38709,2.54829,2.27023,2.41289,2.19411,2.39334,2.20487,
Brunei Darussalam,Domestic General Government Health Expenditure (GGHE-D),% Gross domestic product (GDP),2.14454,2.11853,2.11856,2.15883,2.12042,1.86898,1.62710,1.69324,1.68648,2.16574,2.09005,1.70617,1.68713,1.71973,1.77396,2.26837,2.42139,2.14738,2.29567,2.07140,2.25187,2.05610,
Brunei Darussalam,Domestic Private Health Expenditure (PVT-D),% Gross domestic product (GDP),0.40337,0.42799,0.41592,0.44378,0.43152,0.36488,0.28015,0.24821,0.18964,0.22733,0.18822,0.15792,0.16385,0.17858,0.14041,0.11872,0.12690,0.12285,0.11723,0.12271,0.14147,0.14876,
Brunei Darussalam,External Health Expenditure (EXT),% Gross domestic product (GDP),0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
Brunei Darussalam,Capital health expenditure,% Gross domestic product (GDP),0.20063,0.20683,0.19838,0.18169,0.15601,0.13085,0.11389,0.14668,0.13273,0.17343,0.16051,0.12874,0.10923,0.11485,0.12001,0.14625,0.16510,0.15524,0.09590,0.06313,,,
Cambodia,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,6.53805,7.00522,7.22557,6.93706,7.07894,6.84559,6.11889,4.90876,6.60109,7.58331,6.91170,7.50353,7.26115,7.10387,6.70158,6.19432,6.11648,5.65126,6.06630,6.84973,7.11157,7.53223,
Cambodia,Current Health Expenditure (CHE) per Capita in US$,,19.78131,22.66413,24.67282,25.30602,29.03012,32.52132,33.02657,30.92131,49.00638,55.72327,54.09758,66.05436,69.01601,72.11995,73.58833,72.51951,78.35866,79.16844,93.01556,114.48534,112.21423,122.41646,
Cambodia,Health Capital Expenditure (HK) % Gross Domestic Product (GDP),,1.86820,2.89343,2.11917,1.97432,1.79846,1.15207,0.97188,1.39248,1.15727,1.21132,1.09053,0.25176,0.18571,0.12575,0.01884,0.11671,0.06065,0.04165,0.03425,0.05147,,,
Cambodia,Current Health Expenditure (CHE),% Gross domestic product (GDP),6.53805,7.00522,7.22557,6.93706,7.07894,6.84559,6.11889,4.90876,6.60109,7.58331,6.91170,7.50353,7.26115,7.10387,6.70158,6.19432,6.11648,5.65126,6.06630,6.84973,7.11157,7.53223,
Cambodia,Domestic General Government Health Expenditure (GGHE-D),% Gross domestic product (GDP),1.29261,1.18494,1.40066,1.48520,1.37275,1.22053,0.95991,0.97199,1.02431,1.21739,1.36283,1.27987,1.40670,1.41956,1.23977,1.34465,1.33381,1.49844,1.63127,1.66501,1.91032,2.00222,
Cambodia,Domestic Private Health Expenditure (PVT-D),% Gross domestic product (GDP),5.10507,5.31785,5.25102,4.70796,4.56070,4.63679,3.95087,2.45138,4.50452,5.13537,4.58821,5.38965,4.44681,4.35438,3.93970,3.58865,3.62361,3.63322,4.04087,4.73915,4.74159,4.44626,
Cambodia,External Health Expenditure (EXT),% Gross domestic product (GDP),0.14037,0.50243,0.57389,0.74390,1.14549,0.98828,1.20811,1.48539,1.07227,1.23055,0.96066,0.83401,1.40764,1.32993,1.52210,1.26101,1.15907,0.51960,0.39417,0.44556,0.45966,1.08376,
Cambodia,Current health expenditure by Health Care Functions,% Gross domestic product (GDP),,,,,,,,,,,,,,,,,6.11648,5.65126,6.06630,6.84973,,,
Cambodia,Capital health expenditure,% Gross domestic product (GDP),1.86820,2.89343,2.11917,1.97432,1.79846,1.15207,0.97188,1.39248,1.15727,1.21132,1.09053,0.25176,0.18571,0.12575,0.01884,0.11671,0.06065,0.04165,0.03425,0.05147,,,
China,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,4.50828,4.25330,4.38285,4.41763,4.29347,4.17605,3.94742,3.67491,3.90000,4.34958,4.23068,4.34274,4.56585,4.71491,4.77791,4.93828,4.97956,5.06592,5.16790,5.35028,5.59360,5.38361,
China,Current Health Expenditure (CHE) per Capita in US$,,42.99362,44.56904,50.15548,56.79229,64.54340,73.29020,82.79460,98.87766,134.20764,165.29445,189.34370,239.75433,285.31427,329.78107,363.00940,393.77991,398.78922,440.58850,504.79974,539.61945,583.43219,670.51459,
China,Health Capital Expenditure (HK) % Gross Domestic Product (GDP),,0.07100,0.16542,0.19081,0.20650,0.26242,0.29475,0.29776,0.27094,0.29434,0.41728,0.41449,0.39463,0.40865,0.44197,0.49410,0.57038,0.61780,0.63338,0.63166,0.58143,0.62190,,
China,Current Health Expenditure (CHE),% Gross domestic product (GDP),4.50828,4.25330,4.38285,4.41763,4.29347,4.17605,3.94742,3.67491,3.90000,4.34958,4.23068,4.34274,4.56585,4.71491,4.77791,4.93828,4.97956,5.06592,5.16791,5.35028,5.59360,5.38361,
China,Domestic General Government Health Expenditure (GGHE-D),% Gross domestic product (GDP),0.99071,0.97476,1.11262,1.25345,1.29852,1.36798,1.38712,1.43418,1.73637,2.14862,2.19599,2.33301,2.54479,2.68987,2.79104,2.97191,2.89319,2.87103,2.91555,2.99503,3.06104,2.91082,
China,Domestic Private Health Expenditure (PVT-D),% Gross domestic product (GDP),3.51643,3.26913,3.26385,3.15854,2.98966,2.79930,2.55458,2.23410,2.15756,2.19637,2.02954,2.00645,2.01849,2.02242,1.98543,1.96595,2.08628,2.19487,2.25232,2.35521,2.53255,2.47277,
China,External Health Expenditure (EXT),% Gross domestic product (GDP),0.00115,0.00941,0.00638,0.00564,0.00530,0.00877,0.00572,0.00664,0.00607,0.00459,0.00515,0.00328,0.00257,0.00261,0.00144,0.00042,0.00008,0.00002,0.00003,0.00004,0.00001,0.00001,
China,Current health expenditure by Health Care Functions,% Gross domestic product (GDP),,,,,,,,,,,,,,,,,,,5.16790,5.35028,5.59360,5.38361,
China,Capital health expenditure,% Gross domestic product (GDP),0.07100,0.16542,0.19081,0.20650,0.26242,0.29475,0.29776,0.27094,0.29434,0.41728,0.41449,0.39463,0.40865,0.44197,0.49410,0.57038,0.61780,0.63338,0.63166,0.58143,0.62190,,
Cook Islands,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,3.03594,3.25854,3.43605,3.20134,3.40954,3.90653,3.46895,3.72358,3.42646,3.47491,3.62946,3.51530,3.10666,3.28935,3.29125,2.87401,2.98725,2.79936,2.65185,2.75842,3.64915,3.82395,
Cook Islands,Current Health Expenditure (CHE) per Capita in US$,,190.94469,223.72914,277.40778,353.95102,439.34763,513.76019,467.82498,544.26331,480.92465,450.31744,507.74564,538.04816,516.72247,530.98499,590.14569,490.77432,527.54211,556.16931,557.51978,575.21411,607.30518,736.66376,
Cook Islands,Health Capital Expenditure (HK) % Gross Domestic Product (GDP),,,,,,0.29494,0.16465,,0.01562,0.03203,0.03585,,,0.27116,0.33801,0.00000,0.10746,0.00000,0.09573,0.35565,0.33864,0.40778,0.83574,
Cook Islands,Capital Health Expenditure (Domestic Public) as % Gross Domestic Product (GDP),,,,,,,,,,,,,,,,0.00000,0.10746,0.00000,0.09573,0.35565,0.29399,0.40778,0.83574,
Cook Islands,Capital Health Expenditure (External) as % Gross Domestic Product (GDP),,,,,,,,,,,,,,,,,,,,,0.04466,0.00000,,
Cook Islands,Current Health Expenditure (CHE),% Gross domestic product (GDP),3.03594,3.25854,3.43605,3.20134,3.40954,3.90653,3.46895,3.72358,3.42646,3.47491,3.62946,3.51530,3.10666,3.28935,3.29125,2.87401,2.98725,2.79936,2.65185,2.75842,3.64915,3.82395,
Cook Islands,Domestic General Government Health Expenditure (GGHE-D),% Gross domestic product (GDP),2.73940,2.90957,3.06756,2.72405,2.75111,2.94182,2.93109,2.89690,2.87411,3.17298,3.23664,3.15653,2.82280,2.86172,2.73906,2.48237,2.54098,2.43894,2.32946,2.54717,3.33935,3.65536,
Cook Islands,Domestic Private Health Expenditure (PVT-D),% Gross domestic product (GDP),0.29654,0.27065,0.28403,0.30860,0.32116,0.28292,0.30655,0.25281,0.26782,0.16571,0.16256,0.16959,0.14179,0.13258,0.12176,0.10679,0.09475,0.09489,0.09457,0.08660,0.09202,0.09106,
Cook Islands,External Health Expenditure (EXT),% Gross domestic product (GDP),0.00000,0.07832,0.08446,0.16869,0.33727,0.68179,0.23132,0.57387,0.28453,0.13621,0.23025,0.18918,0.14206,0.29505,0.43043,0.28486,0.35152,0.26553,0.22781,0.12465,0.21778,0.07753,
Cook Islands,Capital health expenditure,% Gross domestic product (GDP),,,,,0.29494,0.16465,,0.01562,0.03203,0.03585,,,0.27116,0.33801,0.00000,0.10746,0.00000,0.09573,0.35565,0.33864,0.40778,0.83574,
Fiji,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,3.42441,2.90547,2.98350,2.97298,3.25769,3.25657,3.34798,3.41515,3.18467,3.53588,3.41664,3.14294,3.26555,3.20041,3.36860,3.32469,3.27980,3.18690,4.10573,4.25136,4.76918,5.38085,
Fiji,Current Health Expenditure (CHE) per Capita in US$,,75.03529,62.10351,70.07133,86.89743,111.04245,121.23509,127.42844,141.43361,135.50377,121.84300,128.39638,141.65604,154.21617,159.02124,178.70599,169.72981,176.06862,185.64392,249.36649,253.74330,231.98277,250.02554,
Fiji,Health Capital Expenditure (HK) % Gross Domestic Product (GDP),,0.19665,0.17465,0.27792,0.14558,0.18383,0.11942,0.18419,0.11475,0.07909,0.37676,0.18119,0.20595,0.19088,0.28954,0.35671,0.37569,0.40836,0.30935,0.36054,,,,
Fiji,Current Health Expenditure (CHE),% Gross domestic product (GDP),3.42441,2.90547,2.98350,2.97298,3.25769,3.25657,3.34798,3.41515,3.18467,3.53588,3.41664,3.14294,3.26555,3.20041,3.36860,3.32469,3.27980,3.18690,4.10573,4.25136,4.76918,5.38085,
Fiji,Domestic General Government Health Expenditure (GGHE-D),% Gross domestic product (GDP),2.63133,2.08654,2.20178,2.22327,2.21772,2.41685,2.47551,2.46818,2.21144,2.19237,2.18311,1.88993,1.91404,1.87162,2.06611,2.09848,2.09587,2.11071,2.46609,2.62435,3.10087,3.35675,
Fiji,Domestic Private Health Expenditure (PVT-D),% Gross domestic product (GDP),0.52413,0.54076,0.51908,0.53975,0.59606,0.55596,0.71600,0.82643,0.76899,1.10197,1.01793,1.09956,1.13180,1.16918,1.16538,1.14148,1.08264,1.00208,1.34593,1.27235,1.39988,1.50061,
Fiji,External Health Expenditure (EXT),% Gross domestic product (GDP),0.26895,0.27817,0.26264,0.20997,0.44390,0.28376,0.15647,0.12054,0.20424,0.24153,0.21560,0.15344,0.21971,0.15961,0.13712,0.08473,0.10129,0.07411,0.29371,0.35466,0.26844,0.52350,
Fiji,Current health expenditure by Health Care Functions,% Gross domestic product (GDP),,,,,,,,,,,,,,,,,3.27980,3.18690,4.10573,4.25136,,,
Fiji,Capital health expenditure,% Gross domestic product (GDP),0.19665,0.17465,0.27792,0.14558,0.18383,0.11942,0.18419,0.11475,0.07909,0.37676,0.18119,0.20595,0.19088,0.28954,0.35671,0.37569,0.40836,0.30935,0.36054,,,,
Japan,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,7.03456,7.23948,7.35235,7.48655,7.53518,7.65819,7.68689,7.77936,8.08909,8.95878,9.06301,10.48780,10.67169,10.67439,10.72901,10.74970,10.65892,10.65627,10.73988,10.96999,11.00493,10.82267,
Japan,Current Health Expenditure (CHE) per Capita in US$,,"2,756.24316","2,492.45972","2,415.81616","2,653.74927","2,887.93823","2,895.20679","2,765.58789","2,783.25928","3,225.26318","3,698.76050","4,074.33984","5,106.89844","5,235.41553","4,357.68115","4,121.53027","3,754.91699","4,199.71338","4,148.37451","4,287.99609","4,463.27734","4,436.24023","4,347.33936",
Japan,Current Health Expenditure (CHE),% Gross domestic product (GDP),7.03456,7.23948,7.35235,7.48655,7.53518,7.65819,7.68689,7.77936,8.08909,8.95878,9.06301,10.48780,10.67169,10.67439,10.72901,10.74970,10.65892,10.65627,10.73988,10.96998,11.00493,10.82267,
Japan,Domestic General Government Health Expenditure (GGHE-D),% Gross domestic product (GDP),5.65794,5.86138,5.93724,5.98653,6.04881,6.21599,6.17423,6.32067,6.56597,7.28297,7.42507,8.78255,8.95682,8.99434,9.02502,9.03867,8.95746,8.97414,8.99690,9.21083,9.33859,9.16932,
Japan,Domestic Private Health Expenditure (PVT-D),% Gross domestic product (GDP),1.37663,1.37810,1.41511,1.50002,1.48637,1.44219,1.51266,1.45868,1.52313,1.67581,1.63794,1.70525,1.71487,1.68005,1.70400,1.71103,1.70146,1.68213,1.74298,1.75915,1.66634,1.65335,
Japan,External Health Expenditure (EXT),% Gross domestic product (GDP),0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
Japan,Current health expenditure by Health Care Functions,% Gross domestic product (GDP),,,,,,,,,,,,,,,,,10.65892,10.65627,10.73988,10.96998,11.00493,,
Kiribati,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,8.64500,12.29582,11.87038,10.70137,12.43446,11.51762,11.54089,11.35849,14.07738,13.48824,9.33728,8.67429,8.68852,9.52880,10.09137,8.10573,10.47440,11.45575,12.96860,12.58648,16.99117,14.80789,
Kiribati,Current Health Expenditure (CHE) per Capita in US$,,65.45455,85.70157,92.83161,102.29990,132.09866,131.71376,126.77758,148.16029,190.80888,168.71925,134.03348,142.51459,147.49493,155.06198,155.84804,118.44461,157.68240,179.44751,208.43439,177.47124,238.55397,261.52863,
Kiribati,Health Capital Expenditure (HK) % Gross Domestic Product (GDP),,,,,,,,,1.83225,0.94496,0.07229,1.68066,1.57369,2.53555,2.24876,1.65888,1.93575,0.10000,0.28862,0.42205,0.03571,5.74031,0.74587,
Kiribati,Capital Health Expenditure (Domestic Public) as % Gross Domestic Product (GDP),,,,,,,,,,,,,,,,,,0.02500,0.02846,0.04183,0.03571,0.06202,0.49505,
Kiribati,Capital Health Expenditure (External) as % Gross Domestic Product (GDP),,,,,,,,,,,,,,,,,,0.07500,0.26016,0.38023,0.00000,5.67829,0.25083,
Kiribati,Current Health Expenditure (CHE),% Gross domestic product (GDP),8.64500,12.29582,11.87038,10.70137,12.43446,11.51762,11.56457,11.37739,14.10575,13.48824,9.33728,8.67429,8.68852,9.52880,10.09137,8.10573,10.47440,11.45575,12.96860,12.58648,16.99117,14.80789,
Kiribati,Domestic General Government Health Expenditure (GGHE-D),% Gross domestic product (GDP),8.35802,11.87369,11.40624,10.25741,12.06273,11.09585,9.60938,9.15723,10.50000,8.59412,8.46746,8.17714,7.67760,7.81675,8.31472,6.83700,8.91667,9.83740,10.45627,11.42857,11.82171,11.12211,
Kiribati,Domestic Private Health Expenditure (PVT-D),% Gross domestic product (GDP),0.28698,0.23763,0.25511,0.30347,0.27929,0.30985,0.25774,0.26415,0.34524,0.38747,0.37507,0.34622,0.41647,0.32360,0.38085,0.38901,0.39107,0.35819,0.38305,0.40394,0.47954,0.41845,
Kiribati,External Health Expenditure (EXT),% Gross domestic product (GDP),,0.18450,0.20902,0.14049,0.09243,0.11192,1.69745,1.95600,3.26051,4.50665,0.49476,0.15092,0.59446,1.38844,1.39580,0.87972,1.16667,1.26016,2.12928,0.75397,4.68992,3.26733,
Kiribati,Capital health expenditure,% Gross domestic product (GDP),,,,,,,,1.83225,0.94496,0.07229,1.68066,1.57369,2.53555,2.24876,1.65888,1.93575,0.10000,0.28862,0.42205,0.03571,5.74031,0.74587,
Lao People's Democratic Republic,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,4.27514,4.29032,3.69751,4.47921,3.54057,3.33673,2.93201,3.15346,2.76727,3.46300,2.91155,1.94458,2.07638,2.39985,2.29846,2.45366,2.36087,2.52607,2.24630,2.60312,2.05965,2.74392,
Lao People's Democratic Republic,Current Health Expenditure (CHE) per Capita in US$,,14.10407,14.47130,12.91643,17.61872,16.27067,17.37984,19.28024,24.81285,26.80659,35.78236,34.58348,27.16216,32.51624,43.56784,45.61304,52.15144,54.51383,61.60005,57.35622,67.81836,52.15845,68.87698,
Lao People's Democratic Republic,Health Capital Expenditure (HK) % Gross Domestic Product (GDP),,,,,,,,0.46774,0.49395,0.52696,1.06681,0.30749,0.16087,0.15149,0.08441,0.14002,0.17523,0.07238,0.19915,0.40122,0.11967,0.15016,0.11729,
Lao People's Democratic Republic,Capital Health Expenditure (Domestic Public) as % Gross Domestic Product (GDP),,,,,,,,,,,,,,,,,,,0.07598,0.07969,0.05815,0.02307,0.02164,
Lao People's Democratic Republic,Capital Health Expenditure (External) as % Gross Domestic Product (GDP),,,,,,,,,,,,,,,,,,,0.11707,0.32152,0.06152,0.15486,0.09367,
Lao People's Democratic Republic,Current Health Expenditure (CHE),% Gross domestic product (GDP),4.27514,4.29032,3.69751,4.47921,3.54057,3.33673,2.93201,3.15346,2.76727,3.46300,2.91155,1.94457,2.07638,2.39985,2.29846,2.45366,2.36087,2.52607,2.24630,2.60312,2.05965,2.74392,
Lao People's Democratic Republic,Domestic General Government Health Expenditure (GGHE-D),% Gross domestic product (GDP),1.23306,1.32957,1.01875,1.09625,0.79426,0.90672,0.64222,0.57035,0.51333,1.14664,0.60364,0.36694,0.43670,0.71266,0.68373,0.86391,0.76495,0.88888,0.86923,0.96142,0.79207,0.71925,
Lao People's Democratic Republic,Domestic Private Health Expenditure (PVT-D),% Gross domestic product (GDP),2.62200,2.08048,2.10035,2.76024,1.95457,1.75552,1.47330,1.84060,1.64581,1.63788,1.82123,1.04085,1.07854,1.23129,1.22885,1.17357,1.16815,1.21608,1.09739,1.08960,0.90376,0.98160,
Lao People's Democratic Republic,External Health Expenditure (EXT),% Gross domestic product (GDP),0.42008,0.88027,0.57841,0.62272,0.79175,0.67449,0.81649,0.74250,0.60814,0.67849,0.48669,0.53679,0.56113,0.45589,0.38588,0.41618,0.42778,0.42111,0.27969,0.55210,0.36382,1.04307,
Lao People's Democratic Republic,Current health expenditure by Health Care Functions,% Gross domestic product (GDP),,,,,,,,,,,,,,,,,2.36087,2.52607,2.24630,2.60312,,,
Lao People's Democratic Republic,Capital health expenditure,% Gross domestic product (GDP),,,,,,,0.46774,0.49395,0.52696,1.06681,0.30749,0.16087,0.15149,0.08441,0.14002,0.17523,0.07238,0.19915,0.40122,0.11967,0.15016,0.11729,
Malaysia,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,2.51463,2.67540,2.66877,2.92417,2.86017,2.78693,3.10898,3.07041,3.00693,3.26106,3.16474,3.31452,3.45786,3.51277,3.71037,3.82201,3.70085,3.71472,3.75944,3.83991,4.08395,4.38381,
Malaysia,Current Health Expenditure (CHE) per Capita in US$,,111.94894,114.83912,121.41258,141.86821,153.39851,161.62958,199.85577,229.75821,262.78000,244.83893,285.02640,343.19876,371.79330,382.19186,415.65353,370.71954,353.64029,370.71844,416.32001,427.46286,414.96350,487.00882,
Malaysia,Health Capital Expenditure (HK) % Gross Domestic Product (GDP),,0.36725,0.45331,0.40877,0.62961,0.46289,0.23672,0.23342,0.23323,0.23275,0.38510,0.48387,0.26280,0.23903,0.20221,0.16321,0.15643,0.15122,0.14162,0.15592,0.17477,,,
Malaysia,Capital Health Expenditure (Domestic Public) as % Gross Domestic Product (GDP),,0.35289,0.43941,0.39196,0.61548,0.44956,0.22162,0.21704,0.21969,0.21369,0.36765,0.46194,0.23569,0.20686,0.17585,0.13260,0.12358,0.11441,0.10023,0.11419,0.12995,,,
Malaysia,Capital Health Expenditure (External) as % Gross Domestic Product (GDP),,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,,
Malaysia,Current Health Expenditure (CHE),% Gross domestic product (GDP),2.51463,2.67540,2.66877,2.92417,2.86017,2.78693,3.10898,3.07041,3.00693,3.26106,3.16474,3.31452,3.45786,3.51277,3.71037,3.82201,3.70085,3.71472,3.75944,3.83991,4.08395,4.38381,
Malaysia,Domestic General Government Health Expenditure (GGHE-D),% Gross domestic product (GDP),1.17325,1.35142,1.36678,1.51884,1.45688,1.36280,1.67488,1.62478,1.59731,1.81166,1.67911,1.76482,1.86487,1.89358,2.03088,2.03347,1.88870,1.92219,1.92697,2.00960,2.17674,2.46428,
Malaysia,Domestic Private Health Expenditure (PVT-D),% Gross domestic product (GDP),1.34138,1.32398,1.30199,1.40533,1.40329,1.42412,1.43410,1.44554,1.40957,1.44935,1.48563,1.54968,1.59299,1.61919,1.67949,1.78854,1.81215,1.79254,1.83247,1.83031,1.90669,1.91934,
Malaysia,External Health Expenditure (EXT),% Gross domestic product (GDP),0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00010,0.00005,0.00004,0.00001,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00052,0.00019,
Malaysia,Current health expenditure by Health Care Functions,% Gross domestic product (GDP),,,,,,,,,,,,,,,,,,,,,4.08395,4.38381,
Malaysia,Capital health expenditure,% Gross domestic product (GDP),0.36725,0.45331,0.40877,0.62961,0.46289,0.23672,0.23342,0.23323,0.23275,0.38510,0.48387,0.26280,0.23903,0.20221,0.16321,0.15643,0.15122,0.14162,0.15592,0.17477,,,
Marshall Islands,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,17.48090,14.81643,12.84072,12.76534,15.61940,20.21598,20.33398,16.26940,15.20471,14.53970,13.93148,13.08627,13.03814,13.46884,13.20781,15.33984,15.73866,14.38503,15.26284,14.82552,12.58778,12.54864,
Marshall Islands,Current Health Expenditure (CHE) per Capita in US$,,370.73709,332.20078,311.02744,306.87592,381.62234,509.71066,532.66162,445.58429,429.44373,406.94772,417.30136,424.91507,452.06714,485.22168,476.77374,571.25275,654.56995,646.29205,736.77417,782.23566,707.47980,766.94409,
Marshall Islands,Health Capital Expenditure (HK) % Gross Domestic Product (GDP),,,,0.06085,0.12358,0.12879,0.01481,0.03290,0.04341,0.13943,0.10836,0.05375,0.01703,0.23836,0.20215,0.06738,0.17733,0.07761,0.24352,0.24775,0.10614,0.16432,0.42802,
Marshall Islands,Capital Health Expenditure (Domestic Public) as % Gross Domestic Product (GDP),,,,,,,,,,,,,,,,,,,0.24352,0.24775,0.07975,0.16432,0.42802,
Marshall Islands,Capital Health Expenditure (External) as % Gross Domestic Product (GDP),,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03846,0.00000,0.00000,0.06841,0.04113,0.00000,0.03984,0.00000,0.00000,0.00000,0.02639,0.00000,,
Marshall Islands,Current Health Expenditure (CHE),% Gross domestic product (GDP),17.48090,14.81643,12.84072,12.76534,15.61940,20.21598,20.33398,16.26940,15.20471,14.53970,13.93148,13.08627,13.03814,13.46884,13.20781,15.33984,15.73866,14.38503,15.26284,14.82552,12.58778,12.54864,
Marshall Islands,Domestic General Government Health Expenditure (GGHE-D),% Gross domestic product (GDP),9.65903,7.94653,6.33025,6.00763,6.57159,5.64226,4.22559,7.22998,5.55294,5.50680,4.55618,5.87766,6.04400,6.63874,5.88222,6.47803,6.95125,6.20377,7.34780,6.81250,5.91704,5.31907,
Marshall Islands,Domestic Private Health Expenditure (PVT-D),% Gross domestic product (GDP),0.82443,0.80248,0.80357,0.83229,0.87287,0.89405,0.88897,0.91558,0.94242,0.93803,0.93391,0.91210,0.87842,0.87290,0.88829,0.88316,0.83462,0.83685,0.81982,0.85087,0.83144,0.82101,
Marshall Islands,External Health Expenditure (EXT),% Gross domestic product (GDP),6.99744,6.06742,5.70689,5.92542,8.17495,13.67967,15.21943,8.12384,8.70936,8.09487,8.44139,6.29651,6.11572,5.95720,6.43730,7.97866,7.95279,7.34441,7.09523,7.16215,5.83929,6.40856,
